chrom,geneA,geneB,gidA,gidB,tssA,tssB,dist,bclassA,bclassB,gtypeA,gtypeB,pairclass,dist_tier,bdp_id,in_caco2_505
chr16,TBC1D10B,MYLPF,ENSG00000169221.14,ENSG00000180209.12,30370494,30370934,440,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TBC1D10B_MYLPF,False
chr16,ZNF668,ZNF646,ENSG00000167394.13,ENSG00000167395.10,31074240,31074422,182,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF668_ZNF646,True
chr16,VPS35,ORC6,ENSG00000069329.18,ENSG00000091651.9,46689518,46689643,125,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,VPS35_ORC6,True
chr16,FAM192A,RSPRY1,ENSG00000172775.17,ENSG00000159579.14,57186116,57186137,21,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FAM192A_RSPRY1,True
chr16,CIAPIN1,COQ9,ENSG00000005194.15,ENSG00000088682.14,57447420,57447425,5,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIAPIN1_COQ9,True
chr16,PRSS54,GINS3,ENSG00000103023.11,ENSG00000181938.13,58295047,58295080,33,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRSS54_GINS3,False
chr16,TK2,CKLF,ENSG00000166548.16,ENSG00000217555.12,66552544,66552563,19,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TK2_CKLF,False
chr16,CIAO2B,CES2,ENSG00000166595.12,ENSG00000172831.13,66934423,66934444,21,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIAO2B_CES2,True
chr16,TRADD,FBXL8,ENSG00000102871.16,ENSG00000135722.9,67159909,67159932,23,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRADD_FBXL8,False
chr16,LRRC29,TMEM208,ENSG00000125122.15,ENSG00000168701.19,67227048,67227103,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LRRC29_TMEM208,False
chr16,KCTD19,LRRC36,ENSG00000168676.11,ENSG00000159708.18,67326760,67326798,38,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KCTD19_LRRC36,False
chr16,ACD,PARD6A,ENSG00000102977.16,ENSG00000102981.9,67660815,67660946,131,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACD_PARD6A,False
chr16,RANBP10,TSNAXIP1,ENSG00000141084.11,ENSG00000102904.14,67806652,67806765,113,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RANBP10_TSNAXIP1,False
chr16,SLC7A6OS,PRMT7,ENSG00000103061.13,ENSG00000132600.16,68310946,68310974,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLC7A6OS_PRMT7,True
chr16,AARS,DDX19B,ENSG00000090861.15,ENSG00000157349.16,70289543,70289663,120,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AARS_DDX19B,True
chr16,COG4,SF3B3,ENSG00000103051.19,ENSG00000189091.13,70523558,70523791,233,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COG4_SF3B3,True
chr16,HSDL1,DNAAF1,ENSG00000103160.12,ENSG00000154099.18,84145192,84145287,95,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HSDL1_DNAAF1,False
chr16,RNF166,CTU2,ENSG00000158717.11,ENSG00000174177.13,88706408,88706483,75,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RNF166_CTU2,True
chr16,ANKRD11,SPG7,ENSG00000167522.16,ENSG00000197912.15,89490561,89490719,158,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANKRD11_SPG7,True
chr16,CHMP1A,SPATA33,ENSG00000131165.15,ENSG00000167523.13,89657721,89657802,81,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CHMP1A_SPATA33,True
chr17,SHPK,CTNS,ENSG00000197417.8,ENSG00000040531.14,3636250,3636468,218,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SHPK_CTNS,True
chr17,TAX1BP3,EMC6,ENSG00000213977.8,ENSG00000127774.7,3668679,3668812,133,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TAX1BP3_EMC6,False
chr17,ZZEF1,CYB5D2,ENSG00000074755.15,ENSG00000167740.9,4143030,4143168,138,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZZEF1_CYB5D2,True
chr17,AC233723.1,PLD2,ENSG00000262165.2,ENSG00000129219.14,4807013,4807152,139,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC233723.1_PLD2,False
chr17,INCA1,KIF1C,ENSG00000196388.8,ENSG00000129250.12,4997610,4997950,340,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,INCA1_KIF1C,False
chr17,KIAA0753,TXNDC17,ENSG00000198920.11,ENSG00000129235.11,6640711,6640985,274,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KIAA0753_TXNDC17,True
chr17,MED31,C17orf100,ENSG00000108590.11,ENSG00000256806.6,6651634,6651762,128,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MED31_C17orf100,False
chr17,TMEM256,NLGN2,ENSG00000205544.4,ENSG00000169992.10,7404097,7404874,777,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM256_NLGN2,True
chr17,ZBTB4,POLR2A,ENSG00000174282.12,ENSG00000181222.16,7484263,7484366,103,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZBTB4_POLR2A,True
chr17,STX8,CFAP52,ENSG00000170310.15,ENSG00000166596.15,9576591,9576627,36,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STX8_CFAP52,False
chr17,GSG1L2,GLP2R,ENSG00000214978.7,ENSG00000065325.13,9822071,9822206,135,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GSG1L2_GLP2R,False
chr17,ZSWIM7,TTC19,ENSG00000214941.8,ENSG00000011295.16,15999717,15999784,67,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZSWIM7_TTC19,True
chr17,TOM1L2,DRC3,ENSG00000175662.17,ENSG00000171962.18,17972422,17972813,391,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TOM1L2_DRC3,False
chr17,ATPAF2,GID4,ENSG00000171953.16,ENSG00000141034.10,18039209,18039408,199,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATPAF2_GID4,True
chr17,TOP3A,SMCR8,ENSG00000177302.15,ENSG00000176994.11,18315007,18315293,286,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TOP3A_SMCR8,True
chr17,IFT20,TNFAIP1,ENSG00000109083.13,ENSG00000109079.10,28335489,28335602,113,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IFT20_TNFAIP1,True
chr17,POLDIP2,TMEM199,ENSG00000004142.12,ENSG00000244045.13,28357527,28357642,115,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,POLDIP2_TMEM199,True
chr17,SDF2,SUPT6H,ENSG00000132581.10,ENSG00000109111.15,28662189,28662198,9,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SDF2_SUPT6H,True
chr17,TEFM,ADAP2,ENSG00000172171.11,ENSG00000184060.11,30906238,30906344,106,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TEFM_ADAP2,False
chr17,RAD51D,FNDC8,ENSG00000185379.20,ENSG00000073598.6,35121522,35121615,93,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RAD51D_FNDC8,False
chr17,ACACA,TADA2A,ENSG00000278540.5,ENSG00000276234.5,37406836,37406886,50,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACACA_TADA2A,True
chr17,P3H4,FKBP10,ENSG00000141696.13,ENSG00000141756.18,41812604,41812680,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,P3H4_FKBP10,True
chr17,ACLY,TTC25,ENSG00000131473.17,ENSG00000204815.10,41930542,41930617,75,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACLY_TTC25,False
chr17,COA3,CNTD1,ENSG00000183978.8,ENSG00000176563.10,42798704,42798800,96,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COA3_CNTD1,False
chr17,PTGES3L-AARSD1,RUNDC1,ENSG00000108825.17,ENSG00000198863.7,42980528,42980565,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PTGES3L-AARSD1_RUNDC1,False
chr17,VAT1,RND2,ENSG00000108828.16,ENSG00000108830.10,43025123,43025231,108,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,VAT1_RND2,False
chr17,BRCA1,NBR1,ENSG00000012048.22,ENSG00000188554.14,43170245,43170481,236,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BRCA1_NBR1,True
chr17,PYY,NAGS,ENSG00000131096.10,ENSG00000161653.11,44004469,44004622,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PYY_NAGS,False
chr17,EFTUD2,FAM187A,ENSG00000108883.13,ENSG00000214447.4,44899445,44899712,267,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EFTUD2_FAM187A,False
chr17,WNT3,WNT9B,ENSG00000108379.10,ENSG00000158955.11,46833154,46833201,47,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WNT3_WNT9B,False
chr17,MRPL10,LRRC46,ENSG00000159111.13,ENSG00000141294.10,47831541,47831634,93,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL10_LRRC46,True
chr17,PRAC1,PRAC2,ENSG00000159182.5,ENSG00000229637.4,48722518,48723185,667,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRAC1_PRAC2,False
chr17,MRPL27,EME1,ENSG00000108826.16,ENSG00000154920.14,50373207,50373220,13,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL27_EME1,True
chr17,MBTD1,UTP18,ENSG00000011258.16,ENSG00000011260.14,51260163,51260546,383,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MBTD1_UTP18,True
chr17,TEX14,RAD51C,ENSG00000121101.15,ENSG00000108384.15,58692055,58692573,518,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TEX14_RAD51C,False
chr17,SKA2,PRR11,ENSG00000182628.13,ENSG00000068489.12,59155260,59155499,239,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SKA2_PRR11,True
chr17,TUBD1,RPS6KB1,ENSG00000108423.15,ENSG00000108443.14,59892945,59893046,101,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TUBD1_RPS6KB1,True
chr17,NAT9,TMEM104,ENSG00000109065.12,ENSG00000109066.13,74776367,74776483,116,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NAT9_TMEM104,True
chr17,CASKIN2,TSEN54,ENSG00000177303.10,ENSG00000182173.13,75515537,75516060,523,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CASKIN2_TSEN54,True
chr17,RECQL5,SAP30BP,ENSG00000108469.15,ENSG00000161526.15,75667189,75667251,62,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RECQL5_SAP30BP,True
chr17,ACOX1,TEN1-CDK3,ENSG00000161533.12,ENSG00000261408.7,75979177,75979231,54,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACOX1_TEN1-CDK3,False
chr17,UBE2O,AANAT,ENSG00000175931.13,ENSG00000129673.9,76453152,76453351,199,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,UBE2O_AANAT,False
chr17,JMJD6,METTL23,ENSG00000070495.14,ENSG00000181038.13,76726799,76726830,31,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,JMJD6_METTL23,True
chr17,TK1,AFMID,ENSG00000167900.12,ENSG00000183077.15,78187233,78187317,84,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TK1_AFMID,True
chr17,TBC1D16,CCDC40,ENSG00000167291.16,ENSG00000141519.15,80035872,80036632,760,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TBC1D16_CCDC40,False
chr17,TEPSIN,NDUFAF8,ENSG00000167302.10,ENSG00000224877.4,81239091,81239305,214,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TEPSIN_NDUFAF8,False
chr17,OXLD1,CCDC137,ENSG00000204237.5,ENSG00000185298.13,81666635,81666737,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,OXLD1_CCDC137,True
chr18,METTL4,NDC80,ENSG00000101574.15,ENSG00000080986.13,2571509,2571557,48,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,METTL4_NDC80,True
chr18,ABHD3,MIB1,ENSG00000158201.10,ENSG00000101752.11,21704780,21704957,177,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ABHD3_MIB1,True
chr18,SLC39A6,ELP2,ENSG00000141424.13,ENSG00000134759.14,36129385,36129444,59,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLC39A6_ELP2,True
chr18,ATP5F1A,HAUS1,ENSG00000152234.16,ENSG00000152240.13,46104334,46104378,44,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP5F1A_HAUS1,True
chr18,PIGN,RELCH,ENSG00000197563.11,ENSG00000134444.14,62187118,62187255,137,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PIGN_RELCH,True
chr18,TMX3,CCDC102B,ENSG00000166479.10,ENSG00000150636.17,68715108,68715209,101,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMX3_CCDC102B,False
chr18,FBXO15,TIMM21,ENSG00000141665.13,ENSG00000075336.12,74147843,74148523,680,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FBXO15_TIMM21,False
chr18,TXNL4A,AC090360.1,ENSG00000141759.15,ENSG00000267127.7,80033949,80034346,397,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TXNL4A_AC090360.1,False
chr19,PCSK4,REEP6,ENSG00000115257.15,ENSG00000115255.11,1490752,1491166,414,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PCSK4_REEP6,False
chr19,LSM7,SPPL2B,ENSG00000130332.15,ENSG00000005206.17,2328611,2328615,4,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LSM7_SPPL2B,True
chr19,APBA3,MRPL54,ENSG00000011132.12,ENSG00000183617.5,3761692,3762682,990,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,APBA3_MRPL54,True
chr19,SIRT6,ANKRD24,ENSG00000077463.15,ENSG00000089847.12,4182566,4183354,788,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SIRT6_ANKRD24,False
chr19,STAP2,MPND,ENSG00000178078.11,ENSG00000008382.15,4342786,4343527,741,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STAP2_MPND,True
chr19,ARRDC5,UHRF1,ENSG00000205784.4,ENSG00000276043.5,4902896,4903080,184,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ARRDC5_UHRF1,False
chr19,LONP1,CATSPERD,ENSG00000196365.12,ENSG00000174898.16,5720572,5720637,65,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LONP1_CATSPERD,False
chr19,NDUFA11,AC104532.1,ENSG00000174886.13,ENSG00000267314.1,5904006,5904841,835,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NDUFA11_AC104532.1,False
chr19,GPR108,TRIP10,ENSG00000125734.15,ENSG00000125733.18,6737603,6737925,322,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GPR108_TRIP10,True
chr19,XAB2,PET100,ENSG00000076924.12,ENSG00000229833.10,7629545,7629793,248,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,XAB2_PET100,False
chr19,ZNF558,MBD3L1,ENSG00000167785.9,ENSG00000170948.3,8832314,8832398,84,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF558_MBD3L1,False
chr19,FBXL12,UBL5,ENSG00000127452.9,ENSG00000198258.10,9827816,9827892,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FBXL12_UBL5,True
chr19,TMED1,C19orf38,ENSG00000099203.7,ENSG00000214212.9,10836318,10836575,257,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMED1_C19orf38,False
chr19,YIPF2,TIMM29,ENSG00000130733.10,ENSG00000142444.7,10928681,10928811,130,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,YIPF2_TIMM29,True
chr19,ELOF1,ZNF627,ENSG00000130165.10,ENSG00000198551.10,11559236,11559374,138,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ELOF1_ZNF627,True
chr19,MAN2B1,WDR83,ENSG00000104774.13,ENSG00000123154.12,12666742,12666802,60,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MAN2B1_WDR83,True
chr19,PRDX2,THSD8,ENSG00000167815.12,ENSG00000284491.2,12801800,12802031,231,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRDX2_THSD8,False
chr19,STX10,IER2,ENSG00000104915.15,ENSG00000160888.7,13150383,13150411,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STX10_IER2,True
chr19,CALR3,C19orf44,ENSG00000269058.5,ENSG00000105072.9,16496192,16496394,202,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CALR3_C19orf44,False
chr19,SMIM7,TMEM38A,ENSG00000214046.8,ENSG00000072954.7,16660442,16661139,697,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SMIM7_TMEM38A,False
chr19,HAUS8,MYO9B,ENSG00000131351.15,ENSG00000099331.13,17075625,17075781,156,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HAUS8_MYO9B,True
chr19,ANO8,GTPBP3,ENSG00000074855.11,ENSG00000130299.17,17334855,17334920,65,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ANO8_GTPBP3,True
chr19,COPE,DDX49,ENSG00000105669.14,ENSG00000105671.12,18919387,18919705,318,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COPE_DDX49,True
chr19,BORCS8-MEF2B,RFXANK,ENSG00000064489.23,ENSG00000064490.14,19192158,19192229,71,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BORCS8-MEF2B_RFXANK,False
chr19,SUGP1,MAU2,ENSG00000105705.16,ENSG00000129933.21,19320509,19320829,320,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SUGP1_MAU2,True
chr19,TSSK6,NDUFA13,ENSG00000178093.14,ENSG00000186010.19,19515548,19515736,188,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSSK6_NDUFA13,False
chr19,CEP89,FAAP24,ENSG00000121289.18,ENSG00000131944.10,32971991,32972209,218,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CEP89_FAAP24,True
chr19,LGI4,FXYD7,ENSG00000153902.14,ENSG00000221946.7,35142451,35143250,799,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LGI4_FXYD7,False
chr19,U2AF1L4,PSENEN,ENSG00000161265.15,ENSG00000205155.8,35745445,35745600,155,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,U2AF1L4_PSENEN,False
chr19,HSPB6,PROSER3,ENSG00000004776.13,ENSG00000167595.15,35758079,35758143,64,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HSPB6_PROSER3,False
chr19,NFKBID,HCST,ENSG00000167604.14,ENSG00000126264.10,35902303,35902529,226,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NFKBID_HCST,False
chr19,THAP8,WDR62,ENSG00000161277.11,ENSG00000075702.18,36054739,36054881,142,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,THAP8_WDR62,True
chr19,ZNF829,ZNF568,ENSG00000185869.14,ENSG00000198453.13,36916291,36916329,38,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF829_ZNF568,False
chr19,WDR87,SIPA1L3,ENSG00000171804.11,ENSG00000105738.11,37906677,37907208,531,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR87_SIPA1L3,False
chr19,GGN,SPRED3,ENSG00000179168.15,ENSG00000188766.12,38388082,38388421,339,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GGN_SPRED3,False
chr19,MAP4K1,EIF3K,ENSG00000104814.13,ENSG00000178982.10,38618882,38619082,200,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MAP4K1_EIF3K,False
chr19,GMFG,SAMD4B,ENSG00000130755.13,ENSG00000179134.15,39342372,39342396,24,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GMFG_SAMD4B,False
chr19,PAF1,MED29,ENSG00000006712.15,ENSG00000063322.15,39391154,39391303,149,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PAF1_MED29,True
chr19,RPS16,SUPT5H,ENSG00000105193.9,ENSG00000196235.14,39435949,39436156,207,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPS16_SUPT5H,True
chr19,BLVRB,SPTBN4,ENSG00000090013.11,ENSG00000160460.16,40465764,40466241,477,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BLVRB_SPTBN4,False
chr19,EXOSC5,BCKDHA,ENSG00000077348.9,ENSG00000248098.12,41397359,41397808,449,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EXOSC5_BCKDHA,False
chr19,LYPD4,DMRTC2,ENSG00000273111.6,ENSG00000142025.16,41844697,41844743,46,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LYPD4_DMRTC2,False
chr19,DEDD2,ZNF526,ENSG00000160570.14,ENSG00000167625.11,42220140,42220312,172,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DEDD2_ZNF526,True
chr19,IRGQ,ZNF576,ENSG00000167378.8,ENSG00000124444.16,43596135,43596392,257,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IRGQ_ZNF576,True
chr19,LYPD5,ZNF283,ENSG00000159871.15,ENSG00000167637.17,43827206,43827321,115,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LYPD5_ZNF283,False
chr19,TRAPPC6A,BLOC1S3,ENSG00000007255.10,ENSG00000189114.7,45178237,45178745,508,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRAPPC6A_BLOC1S3,True
chr19,SNRPD2,QPCTL,ENSG00000125743.10,ENSG00000011478.12,45692569,45692666,97,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SNRPD2_QPCTL,True
chr19,SYMPK,FOXA3,ENSG00000125755.19,ENSG00000170608.3,45863194,45863989,795,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SYMPK_FOXA3,True
chr19,TPRX1,CRX,ENSG00000178928.8,ENSG00000105392.16,47819051,47819779,728,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TPRX1_CRX,False
chr19,LIG1,ZSWIM9,ENSG00000105486.14,ENSG00000185453.13,48170603,48170680,77,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LIG1_ZSWIM9,True
chr19,TMEM143,SYNGR4,ENSG00000161558.11,ENSG00000105467.9,48364059,48364367,308,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM143_SYNGR4,False
chr19,RPL18,SPHK2,ENSG00000063177.13,ENSG00000063176.16,48619184,48619291,107,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPL18_SPHK2,True
chr19,FUT1,FGF21,ENSG00000174951.11,ENSG00000105550.10,48755390,48755524,134,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FUT1_FGF21,False
chr19,GYS1,RUVBL2,ENSG00000104812.15,ENSG00000183207.14,48993310,48993562,252,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GYS1_RUVBL2,True
chr19,C19orf73,PPFIA3,ENSG00000221916.4,ENSG00000177380.14,49119143,49119544,401,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C19orf73_PPFIA3,False
chr19,PTH2,GFY,ENSG00000142538.2,ENSG00000261949.5,49423441,49423749,308,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PTH2_GFY,False
chr19,NOSIP,PRR12,ENSG00000142546.14,ENSG00000126464.14,49590262,49591182,920,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOSIP_PRR12,True
chr19,FUZ,MED25,ENSG00000010361.14,ENSG00000104973.18,49817376,49818279,903,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FUZ_MED25,False
chr19,OSCAR,NDUFA3,ENSG00000170909.13,ENSG00000170906.16,54102692,54102728,36,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,OSCAR_NDUFA3,False
chr19,MBOAT7,TSEN34,ENSG00000125505.17,ENSG00000170892.12,54189882,54189938,56,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MBOAT7_TSEN34,False
chr19,RDH13,EPS8L1,ENSG00000160439.16,ENSG00000131037.15,55071291,55072020,729,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RDH13_EPS8L1,True
chr2,ITGB1BP1,CPSF3,ENSG00000119185.12,ENSG00000119203.14,9423547,9423651,104,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ITGB1BP1_CPSF3,True
chr2,ATAD2B,UBXN2A,ENSG00000119778.15,ENSG00000173960.14,23927123,23927285,162,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATAD2B_UBXN2A,True
chr2,WDCP,FKBP1B,ENSG00000163026.12,ENSG00000119782.14,24049575,24049701,126,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDCP_FKBP1B,False
chr2,SF3B6,FAM228B,ENSG00000115128.7,ENSG00000219626.9,24076373,24076526,153,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SF3B6_FAM228B,False
chr2,PFN4,AC008073.3,ENSG00000176732.7,ENSG00000276087.2,24123464,24124366,902,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PFN4_AC008073.3,False
chr2,EIF2B4,SNX17,ENSG00000115211.15,ENSG00000115234.11,27370486,27370496,10,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EIF2B4_SNX17,True
chr2,CAPN14,EHD3,ENSG00000214711.10,ENSG00000013016.16,31233858,31234152,294,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CAPN14_EHD3,False
chr2,HEATR5B,GPATCH11,ENSG00000008869.12,ENSG00000152133.14,37084372,37084451,79,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HEATR5B_GPATCH11,True
chr2,CEBPZ,NDUFAF7,ENSG00000115816.15,ENSG00000003509.16,37231596,37231631,35,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CEBPZ_NDUFAF7,True
chr2,SRSF7,GEMIN6,ENSG00000115875.19,ENSG00000152147.11,38751494,38751534,40,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SRSF7_GEMIN6,True
chr2,DHX57,MORN2,ENSG00000163214.21,ENSG00000188010.14,38875934,38875962,28,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DHX57_MORN2,True
chr2,KCNG3,MTA3,ENSG00000171126.8,ENSG00000057935.13,42493982,42494569,587,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KCNG3_MTA3,False
chr2,PREPL,CAMKMT,ENSG00000138078.15,ENSG00000143919.15,44361862,44361947,85,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PREPL_CAMKMT,True
chr2,CCT4,COMMD1,ENSG00000115484.15,ENSG00000173163.10,61888671,61888724,53,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCT4_COMMD1,True
chr2,WDR92,PNO1,ENSG00000243667.7,ENSG00000115946.8,68157549,68157888,339,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR92_PNO1,False
